,game_id,mp_date,season,home_team,away_team,home_odds,away_odds,home_goals,away_goals,home_win,settled_in,CF%,CSh%,CSv%,FF%,FSh%,FSv%,GDiff,GF%,PDO,PENDiff,SF%,SDiff,Sh%,Sv
325,2008020327.0,20081128.0,20082009.0,ANA,CHI,-135.0,115.0,1.0,0.0,1.0,REG,-0.5399999999999991,-1.1462924628258229,-0.3380910347584143,-1.3999999999999986,-1.772151253479054,0.08436138902448986,-0.77,-6.719999999999999,-2.2900000000000063,-32.0,-1.1099999999999994,-1.3499999999999979,-1.7033492372254697,-0.5799999999999983
326,2008020328.0,20081128.0,20082009.0,WSH,MTL,-115.0,-105.0,3.0,0.0,1.0,REG,2.990000000000002,0.8692065175756505,-1.9089423427560481,1.0,1.124339929921532,-1.9506301537012938,-0.20999999999999952,-2.520000000000003,-1.6200000000000045,-19.0,2.1400000000000006,2.3299999999999983,1.1390249095167129,-2.760000000000005
327,2008020329.0,20081128.0,20082009.0,BUF,PIT,-120.0,100.0,4.0,3.0,1.0,REG,0.6099999999999994,-0.5955047922489555,-0.6722230547838381,0.9299999999999997,-1.2421554337812641,-0.585915986228358,-0.5700000000000003,-5.409999999999997,-3.469999999999999,4.0,3.3599999999999994,3.6199999999999974,-2.2639880079512507,-1.2000000000000028
329,2008020331.0,20081128.0,20082009.0,FLA,NYR,120.0,-140.0,3.0,3.0,0.0,OT,-7.669999999999995,0.27797951466279336,-0.3773826637601396,-7.539999999999999,0.34010430704402916,-0.4782257552246483,-0.7799999999999998,-8.060000000000002,-0.0899999999999892,-38.0,-7.82,-9.23,0.3507467311148302,-0.4399999999999977
330,2008020332.0,20081128.0,20082009.0,DET,CBJ,-270.0,220.0,5.0,3.0,1.0,REG,3.289999999999999,0.5680959535276774,0.028824529960391754,3.039999999999999,0.2982385748562813,0.6138107416879812,0.7200000000000002,5.979999999999997,1.1599999999999966,-7.0,3.210000000000001,4.349999999999998,0.3650552346204525,0.7999999999999972
331,2008020333.0,20081128.0,20082009.0,DAL,SJS,120.0,-140.0,2.0,6.0,0.0,REG,-8.799999999999997,-0.07987681773908573,-1.7961467096879957,-8.670000000000002,-0.21912316023326855,-2.267494469329323,-1.96,-16.42,-3.4399999999999977,-31.0,-8.900000000000006,-10.969999999999999,0.4013170572316663,-3.8400000000000034
332,2008020334.0,20081129.0,20082009.0,STL,EDM,-130.0,110.0,2.0,4.0,0.0,REG,-0.769999999999996,0.45859346558647307,0.12625065118394563,0.07000000000000028,0.5016439612473944,0.05267656117938779,0.22999999999999998,2.1000000000000014,0.960000000000008,3.0,-0.23000000000000398,0.36999999999999744,1.4174380966125804,-0.46000000000000796
333,2008020335.0,20081129.0,20082009.0,LAK,CHI,110.0,-130.0,5.0,2.0,1.0,REG,3.1000000000000014,-1.9389304373982612,-0.334818386523561,1.8500000000000014,-2.3144935973607885,-0.27517035559698755,-0.79,-7.289999999999999,-4.25,17.0,3.539999999999999,3.600000000000005,-1.9479228781554365,-2.299999999999997
334,2008020336.0,20081129.0,20082009.0,BOS,DET,105.0,-125.0,4.0,1.0,1.0,REG,-5.489999999999995,0.038426493499466724,2.326178682810498,-5.150000000000006,0.31808469308469284,2.6516647629620915,0.45999999999999996,5.850000000000001,4.359999999999999,5.0,-6.1200000000000045,-7.57,0.5388835808795844,3.819999999999993
335,2008020337.0,20081129.0,20082009.0,TOR,PHI,110.0,-130.0,4.0,2.0,1.0,REG,5.149999999999999,-1.5889516689378804,-1.0629458805242353,5.359999999999999,-2.193084268952758,-1.4073154091493567,-0.7800000000000002,-6.520000000000003,-5.659999999999997,50.0,6.710000000000001,7.639999999999997,-2.9901831975690447,-2.680000000000007
336,2008020338.0,20081129.0,20082009.0,MTL,BUF,-155.0,135.0,3.0,2.0,1.0,REG,-1.4400000000000048,-0.44089553747409943,1.3393826680410448,-1.3500000000000014,-0.2582654089202302,1.4746198430993118,0.3200000000000003,3.3700000000000045,2.2700000000000102,-11.0,-2.8900000000000006,-3.1600000000000037,0.18503365938929567,2.0900000000000034
337,2008020339.0,20081129.0,20082009.0,NYI,OTT,120.0,-140.0,4.0,2.0,1.0,REG,-3.739999999999995,0.5127500414019582,-1.0974390478943885,-4.280000000000001,0.7729332948999572,-1.4859418588006212,-0.75,-6.619999999999997,-1.4399999999999977,-14.0,-3.010000000000005,-3.4899999999999984,0.7850952889716822,-2.219999999999999
338,2008020340.0,20081129.0,20082009.0,CBJ,WSH,-130.0,110.0,3.0,0.0,1.0,REG,-0.240000000000002,-0.3884482407972345,-0.6476682010092993,1.4099999999999966,-0.7090636374125464,-1.180569340316484,-0.5499999999999998,-4.640000000000001,-2.549999999999997,21.0,1.3900000000000006,1.509999999999998,-1.2320451692776944,-1.3199999999999932
339,2008020341.0,20081129.0,20082009.0,PIT,NJD,-160.0,140.0,4.0,1.0,1.0,REG,-4.1200000000000045,0.6793400460160262,0.3017709776842792,-4.5,1.3990875894251908,0.05099125604736132,0.06999999999999984,0.529999999999994,2.289999999999992,15.0,-5.159999999999997,-5.729999999999997,2.2346597042411656,0.04999999999999716
340,2008020342.0,20081129.0,20082009.0,NSH,MIN,-120.0,100.0,2.0,6.0,0.0,REG,0.37000000000000455,0.6196117099950702,-1.8236835643790639,1.1199999999999974,0.672122705192979,-2.466161490451746,-0.5800000000000001,-5.960000000000001,-2.950000000000003,-12.0,2.4199999999999946,2.6400000000000006,0.7999571642750045,-3.75
341,2008020343.0,20081129.0,20082009.0,COL,TBL,-180.0,160.0,4.0,3.0,1.0,REG,1.6199999999999974,0.23754612546125486,-0.48369264787174737,3.990000000000002,0.341983666451752,-1.3145618891760913,0.020000000000000018,0.5,-1.75,30.0,5.049999999999997,5.969999999999999,0.4996878451712039,-2.25
342,2008020344.0,20081129.0,20082009.0,ARI,SJS,140.0,-160.0,2.0,3.0,0.0,REG,-11.619999999999997,-1.3717146433041303,0.8020621449112753,-12.54,-1.442620290207893,0.9578553615960161,-1.6100000000000003,-13.950000000000003,-0.9500000000000028,-22.0,-11.57,-14.07,-1.8823014018691588,0.9200000000000017
343,2008020345.0,20081129.0,20082009.0,CGY,VAN,-145.0,125.0,3.0,1.0,1.0,REG,6.18,-0.9460853795806058,-2.172149452632921,3.8100000000000023,-1.193561351478699,-2.1811518014144937,-0.8699999999999997,-8.209999999999994,-4.640000000000001,9.0,3.8400000000000034,4.320000000000004,-1.70545746388443,-2.930000000000007
344,2008020346.0,20081130.0,20082009.0,NYR,FLA,-230.0,190.0,0.0,4.0,0.0,REG,7.579999999999998,-0.2981807222164491,0.33589399610925996,7.460000000000001,-0.3604686945200615,0.4212341421357291,0.73,7.640000000000001,-0.009999999999990905,36.0,7.689999999999998,9.14,-0.36599083651129016,0.35999999999999943
346,2008020348.0,20081130.0,20082009.0,DAL,EDM,-145.0,125.0,4.0,3.0,1.0,REG,2.950000000000003,0.47241889865416375,-2.2150323544051775,4.409999999999997,0.24988981450748404,-2.912522809129381,-0.5299999999999998,-3.759999999999998,-4.009999999999991,14.0,5.039999999999999,5.809999999999999,0.518886238837428,-4.530000000000001
347,2008020349.0,20081130.0,20082009.0,CAR,ANA,-130.0,110.0,1.0,4.0,0.0,REG,1.4500000000000028,-1.2002365276830753,0.40710406447092007,1.9399999999999977,-0.9337860780984718,-0.23700100800653212,-0.28000000000000025,-2.6300000000000026,-1.6899999999999977,51.0,1.9699999999999989,2.3099999999999987,-1.0115472905604384,-0.6799999999999926
353,2008020355.0,20081202.0,20082009.0,PHI,TBL,-200.0,170.0,4.0,3.0,1.0,OT,2.059999999999995,1.8365472910927458,-0.3960690887433005,3.539999999999999,2.567323253590353,-1.0839759862943388,0.8900000000000001,8.709999999999994,2.230000000000004,-13.0,3.0999999999999943,3.8000000000000007,4.027288334688714,-1.7900000000000063
354,2008020356.0,20081202.0,20082009.0,WSH,FLA,-170.0,150.0,3.0,5.0,0.0,REG,5.280000000000001,0.986109881159572,-1.193498273878013,4.390000000000001,1.6206377769895683,-1.5768558495301455,0.44999999999999973,4.399999999999999,-0.23000000000000398,-6.0,5.25,6.359999999999999,2.1832435283532083,-2.4099999999999966
356,2008020358.0,20081202.0,20082009.0,CGY,DAL,-160.0,140.0,1.0,3.0,0.0,REG,4.310000000000002,-0.42992123160406415,0.9211489448016197,1.7899999999999991,-0.24216379540174388,1.643931115046926,0.71,5.700000000000003,2.2700000000000102,7.0,1.2199999999999989,1.4899999999999984,-0.6106652048810557,2.8799999999999955
357,2008020359.0,20081202.0,20082009.0,ARI,LAK,-150.0,130.0,4.0,2.0,1.0,REG,-6.479999999999997,-0.05852720469889869,0.9094556387258868,-6.350000000000001,0.16388469451527957,0.9040888187977436,-0.2200000000000002,-2.1600000000000037,1.3700000000000045,7.0,-5.560000000000002,-6.059999999999999,-0.7997936016511873,2.1700000000000017
358,2008020360.0,20081202.0,20082009.0,SJS,TOR,-300.0,240.0,5.0,2.0,1.0,REG,6.140000000000001,0.872693219364036,0.6345640823645637,5.359999999999999,1.105945336714567,1.1070537001411473,1.5500000000000003,12.920000000000002,3.5,8.0,4.479999999999997,5.650000000000002,1.065781234842271,2.430000000000007
360,2008020362.0,20081203.0,20082009.0,NYR,PIT,-130.0,110.0,2.0,2.0,1.0,OT,5.230000000000004,-1.7776628302944095,0.11863392046446153,3.8800000000000026,-2.6747383484385088,0.7461940997027017,-0.3700000000000001,-3.3699999999999974,-3.019999999999996,13.0,4.719999999999999,5.309999999999995,-3.8304582993263154,0.8100000000000023
361,2008020363.0,20081203.0,20082009.0,MIN,STL,-180.0,160.0,4.0,0.0,1.0,REG,1.6999999999999957,0.29829862152209174,0.6864145533563293,1.5499999999999972,0.3459102761960514,0.9753107862779498,0.6700000000000004,6.700000000000003,1.8799999999999955,18.0,1.25,1.25,-0.06795302473161374,1.9599999999999937
362,2008020364.0,20081203.0,20082009.0,CHI,ANA,-145.0,125.0,4.0,2.0,1.0,REG,1.6300000000000026,0.8381098340401016,-0.27346033327902974,2.6400000000000006,1.3160139713812025,-0.813912477278278,0.41999999999999993,3.789999999999999,0.6599999999999966,36.0,2.4399999999999977,2.91,1.1784753363228706,-0.519999999999996
363,2008020365.0,20081203.0,20082009.0,EDM,DAL,-150.0,130.0,5.0,2.0,1.0,REG,-2.0500000000000043,-0.6430854634487136,1.723356009070287,-3.460000000000001,-0.47754282509994,2.274863363521218,0.3099999999999996,2.0700000000000003,2.799999999999997,-21.0,-4.149999999999999,-4.82,-0.7821689014349555,3.5799999999999983
364,2008020366.0,20081204.0,20082009.0,MTL,NYR,-155.0,135.0,6.0,2.0,1.0,REG,-4.640000000000001,0.9173977818242016,0.24236613456781742,-3.3999999999999986,1.4978772704060248,-0.21543224524990245,0.1899999999999995,1.9600000000000009,1.940000000000012,-26.0,-3.759999999999998,-4.240000000000002,2.2126430227696043,-0.28000000000000114
365,2008020367.0,20081204.0,20082009.0,PHI,NJD,-140.0,120.0,2.0,3.0,0.0,OT,-5.450000000000003,1.491686665701373,0.025908883638026126,-4.579999999999998,2.028377319381823,-0.2787913765498806,0.20000000000000018,1.3900000000000006,2.4199999999999875,-24.0,-4.480000000000004,-5.109999999999996,3.0173785727926674,-0.5999999999999943
366,2008020368.0,20081204.0,20082009.0,WSH,NYI,-160.0,140.0,5.0,2.0,1.0,REG,5.740000000000002,0.6752352287209523,-0.6769773643980126,2.970000000000006,1.1136070786895227,-0.27765583845478226,0.6699999999999999,5.950000000000003,1.3700000000000045,-16.0,2.3200000000000003,2.719999999999999,1.7047569832247034,-0.3299999999999983
367,2008020369.0,20081204.0,20082009.0,CAR,PIT,-125.0,105.0,2.0,5.0,0.0,REG,1.4499999999999957,-1.3938733848745097,-0.37437487776939005,1.0800000000000054,-2.021193459492,-0.30925015734108996,-0.7999999999999998,-7.6299999999999955,-3.5900000000000034,-2.0,1.7999999999999972,1.9499999999999993,-2.6404662139382555,-0.9500000000000028
368,2008020370.0,20081204.0,20082009.0,TBL,BOS,130.0,-150.0,1.0,3.0,0.0,REG,-4.030000000000001,-1.6858740301232313,-0.9993065050945105,-4.649999999999999,-2.2547189649603174,-1.0813637998104086,-1.7199999999999998,-17.46,-4.599999999999994,-8.0,-4.259999999999998,-5.09,-3.10906363831155,-1.490000000000009
369,2008020371.0,20081204.0,20082009.0,FLA,BUF,100.0,-120.0,2.0,1.0,1.0,REG,-2.8599999999999994,-0.1564275812112055,0.707215340274614,-3.759999999999998,-0.21908716934819772,1.1741693818294596,-0.009999999999999787,-0.10999999999999943,2.0700000000000074,-22.0,-5.910000000000004,-7.030000000000008,0.05593850373524778,2.019999999999996
370,2008020372.0,20081204.0,20082009.0,DET,VAN,-250.0,210.0,6.0,5.0,1.0,REG,9.229999999999997,-0.31780382507058047,-2.03676869773346,9.219999999999999,-0.8276668860130149,-2.235933132943102,-0.0900000000000003,-1.6299999999999955,-4.709999999999994,-1.0,10.5,12.450000000000003,-1.5810762168128378,-3.1200000000000045
371,2008020373.0,20081204.0,20082009.0,NSH,COL,-140.0,120.0,3.0,2.0,1.0,REG,2.0600000000000023,0.3820810599027842,-0.4773772544486965,0.28999999999999915,0.4961101986468486,-0.11184924078091463,0.14999999999999947,1.75,1.1299999999999955,-24.0,-1.2800000000000011,-1.3399999999999963,1.084111685830884,0.030000000000001137
372,2008020374.0,20081204.0,20082009.0,ARI,TOR,-145.0,125.0,6.0,3.0,1.0,REG,-4.590000000000003,-0.394899109098254,1.4751961803089575,-6.789999999999999,-0.129704888146151,2.185214823808601,0.10000000000000009,0.5700000000000003,3.0999999999999943,-3.0,-6.969999999999999,-8.149999999999999,-0.46773989098745083,3.5700000000000074
373,2008020375.0,20081204.0,20082009.0,SJS,CBJ,-300.0,240.0,3.0,2.0,1.0,REG,6.450000000000003,0.5161198922327983,0.9292516228659675,6.950000000000003,0.4984567174817933,1.2569798885743944,1.5099999999999998,12.739999999999995,2.5400000000000063,28.0,6.520000000000003,8.060000000000002,0.8091718262735359,1.740000000000009
374,2008020376.0,20081205.0,20082009.0,MIN,VAN,-200.0,170.0,1.0,2.0,0.0,REG,1.8800000000000026,-0.49497918465018154,0.34354196032486684,1.8599999999999994,-0.7352834958468766,0.5182633346218823,0.1200000000000001,1.720000000000006,-0.3100000000000023,24.0,1.7800000000000011,1.9800000000000004,-1.0770877205095453,0.7700000000000102
375,2008020377.0,20081205.0,20082009.0,STL,CGY,115.0,-135.0,3.0,4.0,0.0,OT,-7.960000000000001,0.08741090531223863,1.236420882377598,-5.970000000000006,0.01416168955113567,1.0976658268351147,-0.2100000000000004,-2.1600000000000037,1.4200000000000017,-15.0,-5.719999999999999,-6.32,0.5583810129264677,0.8599999999999994
376,2008020378.0,20081205.0,20082009.0,DAL,COL,-135.0,115.0,1.0,1.0,1.0,OT,2.520000000000003,0.4805166447207354,-1.654203858452874,0.39000000000000057,0.6255759744131826,-1.5377647414053452,-0.31000000000000005,-1.8400000000000034,-0.5300000000000011,0.0,-1.6599999999999966,-1.75,1.6258049611597214,-2.1599999999999966
377,2008020379.0,20081205.0,20082009.0,LAK,EDM,-125.0,105.0,4.0,4.0,0.0,OT,5.710000000000001,-0.7698500342667662,-0.24401754651338647,6.300000000000004,-1.1892672770920523,-0.30742808596985194,0.08000000000000052,0.6199999999999974,-2.7700000000000102,17.0,7.649999999999999,8.370000000000001,-1.0913312693498447,-1.6700000000000017
378,2008020380.0,20081206.0,20082009.0,TOR,WSH,-125.0,105.0,1.0,2.0,0.0,REG,-1.2399999999999949,-0.5660882491774641,-0.16375885158882442,1.8699999999999974,-1.1546978804175891,-0.7639221787067774,-0.5599999999999996,-4.589999999999996,-3.1400000000000006,46.0,2.719999999999999,3.0799999999999983,-1.265492102065613,-1.8799999999999955
379,2008020381.0,20081206.0,20082009.0,MTL,NJD,-165.0,145.0,1.0,2.0,0.0,OT,-3.6499999999999986,0.23243617914355322,0.9194914054314274,-3.4399999999999977,0.6713717240516948,0.8550785177659503,0.22999999999999998,2.4199999999999946,1.960000000000008,6.0,-3.0,-3.4299999999999997,1.1301075268817198,0.8400000000000034
380,2008020382.0,20081206.0,20082009.0,OTT,PIT,-120.0,100.0,3.0,2.0,1.0,REG,1.0799999999999983,-1.3033089311859445,0.2349665434055237,2.269999999999996,-2.05925438341755,0.29292619204537296,-0.43000000000000016,-3.950000000000003,-2.8100000000000023,-11.0,3.1599999999999966,3.41,-3.1947549297654394,0.39000000000000057
382,2008020384.0,20081206.0,20082009.0,CAR,PHI,-110.0,-110.0,1.0,2.0,0.0,OT,3.3999999999999986,-2.0651097540848324,0.011162751545057414,2.3200000000000003,-2.5843315562941735,0.1206349206349211,-0.75,-6.709999999999994,-3.530000000000001,40.0,2.3200000000000003,2.650000000000002,-3.2858360735598584,-0.25
383,2008020385.0,20081206.0,20082009.0,FLA,BOS,120.0,-140.0,0.0,4.0,0.0,REG,-3.3699999999999974,-1.4257590983081527,-0.6175215009247226,-4.409999999999997,-1.762575452716298,-0.6559948045487873,-1.3399999999999999,-13.479999999999997,-3.009999999999991,-7.0,-5.089999999999996,-6.190000000000005,-2.088356153997786,-0.9200000000000017
384,2008020386.0,20081206.0,20082009.0,DET,CHI,-185.0,165.0,4.0,4.0,1.0,OT,7.329999999999998,-0.6671985703819487,-1.4092909450895252,7.359999999999999,-1.0868237027416725,-1.5643093983094158,-0.08999999999999986,-1.3400000000000034,-3.769999999999996,2.0,7.920000000000002,9.650000000000002,-1.16410232572553,-2.6099999999999994
385,2008020387.0,20081206.0,20082009.0,TBL,BUF,110.0,-130.0,3.0,4.0,0.0,REG,-3.460000000000001,-0.4028663551594619,0.26990553306341925,-4.18,-0.6494968446187959,0.6840981766944254,-0.3999999999999999,-4.329999999999998,0.6200000000000045,-23.0,-5.700000000000003,-6.699999999999999,-0.813519926395817,1.4300000000000068
386,2008020388.0,20081206.0,20082009.0,NSH,MIN,-130.0,110.0,1.0,0.0,1.0,REG,0.7199999999999989,0.005523408079318587,-1.6896735740968172,1.6099999999999994,-0.13979730960863024,-2.3154346178040908,-0.7600000000000002,-7.68,-3.6700000000000017,-29.0,2.3599999999999994,2.5699999999999967,-0.2983635764579537,-3.3799999999999955
387,2008020389.0,20081206.0,20082009.0,STL,ARI,-120.0,100.0,4.0,3.0,1.0,REG,-0.6199999999999974,0.32994458194666665,-0.7639941861627308,0.0,0.09298998569384903,-0.8390614088962578,-0.31000000000000005,-2.9200000000000017,-0.46999999999999886,-26.0,-1.5699999999999932,-1.389999999999997,0.870786516853933,-1.3400000000000034
388,2008020390.0,20081206.0,20082009.0,SJS,EDM,-285.0,235.0,2.0,3.0,0.0,OT,10.089999999999996,0.6515847120582465,0.18151891157714983,11.520000000000003,0.6287304197415661,0.059552710589683144,1.6100000000000003,13.719999999999999,0.769999999999996,45.0,11.909999999999997,14.100000000000005,0.5263157894736831,0.23999999999999488
389,2008020391.0,20081206.0,20082009.0,LAK,CBJ,-125.0,105.0,3.0,0.0,1.0,REG,1.259999999999998,-0.7867516444939514,0.5828924720374218,0.7899999999999991,-1.1314318290485132,1.013148067066738,4.440892098500626e-16,-0.14000000000000057,-0.20000000000000284,8.0,0.4799999999999969,0.3100000000000023,-0.4330162431828072,0.23000000000000398
390,2008020392.0,20081207.0,20082009.0,CAR,WSH,-115.0,-105.0,3.0,1.0,1.0,REG,-1.1899999999999977,-1.4977234831107493,0.6351216207497234,0.09000000000000341,-2.096645052802855,0.5158537966084675,-0.6800000000000002,-6.229999999999997,-2.039999999999992,39.0,-0.5500000000000043,-0.610000000000003,-2.3947394811111273,0.3500000000000085
391,2008020393.0,20081207.0,20082009.0,NYR,CGY,-130.0,110.0,0.0,3.0,0.0,REG,-0.7899999999999991,-1.1710239651416119,1.669549074362986,-0.07000000000000028,-1.5388106285830712,1.8558299879312234,0.040000000000000036,0.259999999999998,0.22999999999998977,13.0,0.3200000000000003,0.26000000000000156,-2.0987654320987663,2.3400000000000034
392,2008020394.0,20081207.0,20082009.0,CHI,ARI,-170.0,150.0,7.0,1.0,1.0,REG,2.6099999999999994,1.596771363397087,-0.7632589062993245,3.270000000000003,1.6073194856577642,-0.7283003363484086,0.6399999999999997,5.809999999999995,1.4899999999999949,-25.0,2.1899999999999977,2.5799999999999983,1.702349907596111,-0.21999999999999886
393,2008020395.0,20081207.0,20082009.0,COL,VAN,-125.0,105.0,4.0,4.0,1.0,OT,-0.00999999999999801,-1.0683080838982846,-0.8255333324398983,2.690000000000005,-1.6088045812455265,-1.661504181882656,-0.9300000000000002,-9.079999999999998,-5.109999999999999,15.0,4.210000000000001,4.550000000000001,-2.609086819613135,-2.5
394,2008020396.0,20081207.0,20082009.0,ANA,CBJ,-185.0,165.0,5.0,3.0,1.0,REG,-3.719999999999999,0.3473881381524879,0.9716717456401236,-4.549999999999997,-0.04199938189588942,1.9653995044396688,0.26000000000000023,2.3200000000000003,3.0500000000000114,-44.0,-5.550000000000004,-6.379999999999999,0.3600236081054489,2.6899999999999977
395,2008020397.0,20081208.0,20082009.0,BOS,TBL,-240.0,200.0,5.0,3.0,1.0,REG,3.6899999999999977,1.7669040710454589,1.3672736437527533,4.350000000000001,2.31264561579147,1.5949802651553435,1.92,19.619999999999997,5.38000000000001,6.0,3.960000000000001,4.689999999999998,3.2242658641052637,2.1700000000000017
396,2008020398.0,20081208.0,20082009.0,TOR,NYI,-155.0,135.0,4.0,2.0,1.0,REG,4.350000000000001,0.24155460544787594,-0.4022688125386198,4.710000000000001,0.14874915483434753,-0.4570615014371504,0.4199999999999995,3.8100000000000023,-0.7999999999999972,29.0,5.200000000000003,5.990000000000002,0.6179160448475107,-1.4200000000000017
397,2008020399.0,20081208.0,20082009.0,OTT,FLA,-165.0,145.0,3.0,4.0,0.0,OT,3.6199999999999974,-0.07176766234894619,0.2579251150725881,5.420000000000002,0.000692102419293239,-0.1743989979284155,0.44999999999999973,4.68,-0.6999999999999886,16.0,6.82,8.079999999999998,-0.1838743857522765,-0.5100000000000051
398,2008020400.0,20081208.0,20082009.0,PIT,BUF,-150.0,130.0,3.0,4.0,0.0,REG,-1.6499999999999986,0.8938525474166168,0.7683019264934088,-1.5200000000000031,1.5183042891726575,0.7236968476768357,0.6799999999999997,6.469999999999999,4.109999999999999,1.0,-4.1200000000000045,-4.490000000000002,2.8022108641388335,1.2999999999999972
399,2008020401.0,20081208.0,20082009.0,STL,NSH,100.0,-120.0,6.0,3.0,1.0,REG,-2.8900000000000006,-0.08287727681010465,0.39393523670157027,-3.529999999999994,0.019596201829237547,0.5719254824576026,-0.1499999999999999,-1.4699999999999989,1.1599999999999966,7.0,-4.3799999999999955,-4.68,0.7397504456327988,0.4200000000000017
400,2008020402.0,20081209.0,20082009.0,PHI,NYI,-230.0,190.0,4.0,3.0,1.0,REG,1.5800000000000054,1.3598210834391735,0.4961102942100615,1.4600000000000009,1.7419812156654266,0.8087514145605379,1.1800000000000002,10.259999999999998,3.969999999999999,-25.0,0.3200000000000003,0.46999999999999886,2.8069237005524577,1.1499999999999915
401,2008020403.0,20081209.0,20082009.0,MTL,CGY,-150.0,130.0,4.0,1.0,1.0,REG,-4.780000000000001,-0.21696785833498836,1.9233911934033232,-2.559999999999995,0.005458855823818609,1.627656073472683,0.3500000000000001,3.5700000000000003,2.019999999999996,-8.0,-1.9000000000000057,-2.230000000000004,0.0263942367407774,1.9899999999999949
402,2008020404.0,20081209.0,20082009.0,NSH,VAN,-120.0,100.0,1.0,3.0,0.0,REG,1.7000000000000028,-0.6202619937713767,-1.2496011668717832,2.460000000000001,-1.0346524104932544,-1.6465874887504395,-0.7599999999999998,-7.020000000000003,-3.9799999999999898,-10.0,3.0899999999999963,3.379999999999999,-1.5401534679578401,-2.4399999999999977
403,2008020405.0,20081210.0,20082009.0,BUF,TBL,-230.0,190.0,4.0,2.0,1.0,REG,3.530000000000001,0.4383864413548169,-0.05418710163296314,3.9100000000000037,0.7505272772142455,-0.36851232503406495,0.54,5.560000000000002,-0.04999999999999716,20.0,5.340000000000003,6.219999999999999,0.9553275796558652,-1.0
404,2008020406.0,20081210.0,20082009.0,NJD,PIT,-130.0,110.0,4.0,1.0,1.0,REG,4.619999999999997,-0.9752656686317098,-0.36157458570652556,4.529999999999994,-1.6431487339695212,-0.16073593272875053,-0.20999999999999996,-1.9100000000000037,-2.6599999999999966,-25.0,4.850000000000001,5.390000000000004,-2.5847852337415906,-0.0799999999999983
405,2008020407.0,20081210.0,20082009.0,WSH,BOS,105.0,-125.0,3.0,1.0,1.0,REG,2.710000000000001,-1.0179304216001466,-1.9721743266543856,0.8400000000000034,-0.8965540682512013,-2.4666666666666615,-1.18,-11.799999999999997,-4.909999999999997,-17.0,1.8800000000000026,2.16,-1.155368304328805,-3.7700000000000102
407,2008020410.0,20081210.0,20082009.0,CHI,OTT,-155.0,135.0,2.0,0.0,1.0,REG,0.3500000000000014,2.2135981665393425,-0.9026927784577699,-0.9699999999999989,2.6848357389108157,-0.675347390924097,0.6599999999999997,5.589999999999996,2.8299999999999983,0.0,-1.5,-1.6600000000000001,3.2383468578977155,-0.4099999999999966
408,2008020411.0,20081210.0,20082009.0,DAL,ARI,-150.0,130.0,3.0,5.0,0.0,REG,2.490000000000002,0.6354614868057801,-2.013217007313828,3.450000000000003,0.4044449566837624,-2.474358974358981,-0.4099999999999997,-3.1099999999999994,-2.490000000000009,-12.0,2.210000000000001,2.6400000000000006,1.0086641665589036,-3.489999999999995
409,2008020412.0,20081209.0,20082009.0,COL,LAK,-150.0,130.0,6.0,1.0,1.0,REG,-5.039999999999999,0.3909464073584855,-0.15507675991311975,-2.3400000000000034,0.3794464627051908,-0.8401331481737606,-0.3700000000000001,-3.75,-0.9899999999999949,3.0,-1.1499999999999986,-1.139999999999997,-0.6302845585550152,-0.3500000000000085
410,2008020413.0,20081210.0,20082009.0,ANA,STL,-230.0,190.0,4.0,2.0,1.0,REG,0.23000000000000398,0.22987832164851757,0.278820806500113,-0.7100000000000009,-0.0548134103249151,0.916384087337696,0.2799999999999998,2.6000000000000014,0.769999999999996,-46.0,0.30999999999999517,-0.08999999999999986,-0.8374778482821699,1.6099999999999994
411,2008020414.0,20081211.0,20082009.0,PHI,CAR,-170.0,150.0,5.0,5.0,1.0,OT,-3.1400000000000006,2.024924747517372,-0.061764905211669774,-2.3100000000000023,2.6252906225781447,-0.20077020281435987,0.73,6.640000000000001,3.3799999999999955,-44.0,-2.1000000000000014,-2.400000000000002,3.345430550973276,0.04000000000000625
412,2008020415.0,20081211.0,20082009.0,CBJ,NSH,-120.0,100.0,1.0,1.0,1.0,OT,2.030000000000001,-0.09884002202471473,-0.310916158992669,1.6499999999999986,0.06499061888906588,-0.5165505226480849,0.019999999999999574,0.2600000000000051,-0.6599999999999966,19.0,1.8499999999999943,2.039999999999999,-0.1811428327259626,-0.4900000000000091
413,2008020416.0,20081211.0,20082009.0,MTL,TBL,-260.0,210.0,1.0,3.0,0.0,REG,3.0,0.5119214586255263,1.208735822100282,3.460000000000001,1.1588597282204607,1.0310190746298131,1.21,12.099999999999994,3.069999999999993,15.0,3.280000000000001,3.9299999999999997,2.069198493878205,1.0
414,2008020417.0,20081211.0,20082009.0,PIT,NYI,-240.0,200.0,9.0,2.0,1.0,REG,1.6799999999999997,0.9532274658286849,0.878759586338429,1.3199999999999932,1.3895296877167729,1.2379958714772932,1.1900000000000004,10.54,4.260000000000005,21.0,-0.2700000000000031,-0.08999999999999986,2.4135250680139912,1.8400000000000034
415,2008020418.0,20081211.0,20082009.0,EDM,FLA,-155.0,135.0,0.0,2.0,0.0,REG,0.4899999999999949,0.7190543118160821,-0.5634365845834655,0.13000000000000256,1.1105538838738445,-0.7770019313623533,0.10000000000000053,1.1799999999999997,0.4899999999999949,5.0,0.22000000000000597,0.610000000000003,1.7114750169313657,-1.230000000000004
