,game_id,full_date,home_team,away_team,Open,goal_difference,won,ANA,ARI,BOS,BUF,CAR,CBJ,CGY,CHI,COL,DAL,DET,EDM,FLA,LAK,MIN,MTL,NJD,NSH,NYI,NYR,OTT,PHI,PIT,SJS,STL,TBL,TOR,VAN,VGK,WPG,WSH,goalsAgainst_cumul_sum,goalsFor_cumul_sum,goalsDiff_cumul_sum,goalsFor%_cumul_avg,pp%_cumul_avg,pk%_cumul_avg,sh%_cumul_avg,sv%_cumul_avg,PDO_cumul_avg,fenwickPercentage_cumul_avg,win%_last_10_games,win%_cumul
14,2018020015,20181005,CBJ,CAR,-160,-2.0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,0.26666666666666666,0.16666666666666666,0.0,0.05518394648829432,0.0,0.05518394648829439,-0.017000000000000015,1.0,1.0
15,2018020016,20181005,LAK,SJS,-125,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
16,2018020020,20181006,NJD,EDM,120,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,-2.0,-3.0,-0.4,0.0,-1.0,-0.05555555555555555,-0.06293706293706292,-0.1184926184926185,0.035699999999999954,0.0,0.0
17,2018020018,20181006,TOR,OTT,-265,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-2.0,0.0,2.0,0.17142857142857143,0.0,-0.25,-0.0046153846153846045,0.03746770025839796,0.032852315643013386,0.05429999999999996,1.0,1.0
18,2018020023,20181006,DAL,WPG,-122,4.0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
19,2018020017,20181006,BUF,NYR,-125,2.0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
20,2018020022,20181006,PIT,MTL,-265,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.06666666666666665,0.3333333333333333,0.0,0.009090909090909094,0.033816425120772986,0.042907334211682135,-0.14959999999999996,0.0,0.0
21,2018020019,20181006,TBL,FLA,-185,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,3.0,5.0,2.0,0.1384615384615384,0.08333333333333331,0.33333333333333326,0.11517615176151763,-0.05128205128205121,0.06389410047946642,0.022700000000000053,1.0,1.0
22,2018020021,20181006,NYI,NSH,135,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-2.0,-1.0,0.16666666666666663,-0.5,0.0,-0.08000000000000002,0.023809523809523836,-0.056190476190476124,0.1038,0.0,0.0
23,2018020024,20181006,STL,CHI,-150,-1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2.0,-3.0,-5.0,-0.40476190476190477,0.0,-0.16666666666666674,-0.06921373200442968,-0.07999999999999996,-0.14921373200442967,0.02100000000000002,-1.0,-1.0
24,2018020025,20181006,MIN,VGK,-127,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,-1.0,0.0,-0.08571428571428569,0.0,-0.08333333333333326,-0.032380952380952385,0.09999999999999998,0.06761904761904758,-0.1824,0.0,0.0
25,2018020027,20181006,ARI,ANA,107,-1.0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.08571428571428574,0.08333333333333331,0.0,-0.1,0.03238095238095229,-0.06761904761904769,0.1824,0.0,0.0
26,2018020026,20181006,COL,PHI,-120,3.0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,-5.0,-6.0,-0.7142857142857143,-0.6666666666666666,0.0,-0.3333333333333333,-0.05939393939393944,-0.3927272727272727,0.2369,-1.0,-1.0
27,2018020028,20181006,CGY,VAN,-215,3.0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,-3.0,-6.0,-0.4285714285714286,0.0,0.0,-0.16024844720496895,-0.1602484472049689,-0.3204968944099379,0.32539999999999997,-1.0,-1.0
28,2018020029,20181007,CAR,NYR,-200,3.0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.0,1.0,4.0,0.21666666666666662,0.0,0.08333333333333337,0.014585293933120018,0.031553683385579845,0.04613897731869987,0.0553499999999999,0.5,0.5
29,2018020030,20181007,CHI,TOR,140,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,3.0,3.0,0.0759920634920635,-0.41666666666666663,-0.20833333333333326,0.03161211300746185,0.005277777777777715,0.03688989078523963,-0.005099999999999993,0.5,0.5
30,2018020031,20181007,LAK,DET,-205,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.16666666666666663,-0.004761904761904773,-0.013986013986014068,-0.018747918747918924,0.07100000000000001,0.0,0.0
31,2018020033,20181008,NYI,SJS,128,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,-4.0,-4.0,-0.0267857142857143,0.33333333333333337,-0.08333333333333326,-0.08724358974358976,-0.00754242614707723,-0.09478601589066704,0.03595000000000004,0.0,0.0
