,game_id,full_date,home_team,away_team,Open,goal_difference,won,ANA,ARI,BOS,BUF,CAR,CBJ,CGY,CHI,COL,DAL,DET,EDM,FLA,LAK,MIN,MTL,NJD,NSH,NYI,NYR,OTT,PHI,PIT,SJS,STL,TBL,TOR,VAN,WPG,WSH,goalsAgainst_cumul_sum,goalsFor_cumul_sum,goalsDiff_cumul_sum,goalsFor%_cumul_avg,pp%_cumul_avg,pk%_cumul_avg,sh%_cumul_avg,sv%_cumul_avg,PDO_cumul_avg,fenwickPercentage_cumul_avg,win%_last_10_games,win%_cumul
0,2015020001,20151007,TOR,MTL,115,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,,,,,,,,,,
1,2015020002,20151007,CHI,NYR,-150,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2,2015020003,20151007,CGY,VAN,-140,-4.0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
3,2015020004,20151007,LAK,SJS,-150,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
4,2015020006,20151008,BUF,OTT,105,-2.0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5,2015020005,20151008,BOS,WPG,-130,-4.0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
6,2015020007,20151008,TBL,PHI,-200,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,,,,,,,,,,,,
7,2015020008,20151008,STL,EDM,-200,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,,,,,,,,,,,,
8,2015020009,20151008,NSH,CAR,-200,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
9,2015020010,20151008,DAL,PIT,-115,3.0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
10,2015020011,20151008,COL,MIN,100,-1.0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
11,2015020012,20151009,NJD,WPG,100,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
12,2015020013,20151009,CBJ,NYR,-115,-2.0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
13,2015020015,20151009,NYI,CHI,-105,-1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
14,2015020014,20151009,DET,TOR,-220,4.0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
15,2015020016,20151009,LAK,ARI,-240,-3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
16,2015020017,20151010,BUF,TBL,165,-3.0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,-2.0,-3.0,-0.35,0.0,0.33333333333333326,-0.056712962962962965,-0.056363636363636394,-0.11307659932659919,-0.0047000000000000375,-1.0,-1.0
17,2015020018,20151010,BOS,MTL,100,-2.0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,-1.0,-6.0,-0.5,0.0,0.33333333333333326,-0.0389321468298109,-0.16047297297297303,-0.19940511980278397,0.0807,-1.0,-1.0
18,2015020024,20151010,NSH,EDM,-185,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,-2.0,-8.0,-0.625,0.16666666666666666,0.20833333333333326,-0.12285012285012284,-0.10559619180308821,-0.2284463146532112,0.06604999999999994,-1.0,-1.0
19,2015020019,20151010,TOR,OTT,125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,,,,,,,,,,,,
20,2015020023,20151010,CAR,DET,105,-1.0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,5.0,0.3,-0.2,-0.09999999999999998,0.07494949494949493,0.1002852049910874,0.17523469994058227,-0.14529999999999998,1.0,1.0
21,2015020020,20151010,FLA,PHI,-130,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
22,2015020022,20151010,WSH,NJD,-200,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,2.0,-3.0,-5.0,-0.6666666666666667,-0.25,-0.33333333333333326,-0.14335664335664336,-0.07999999999999996,-0.2233566433566434,0.09139999999999998,-1.0,-1.0
23,2015020021,20151010,NYR,CBJ,-160,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-2.0,1.0,3.0,0.41666666666666663,0.0,0.0,0.04,0.058312655086848686,0.09831265508684861,0.011300000000000032,1.0,1.0
24,2015020025,20151010,MIN,STL,-130,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,2.0,-1.0,-0.19444444444444442,0.5,-0.6666666666666667,0.06989247311827956,-0.13391304347826083,-0.06402057035998121,-0.017899999999999916,0.0,0.0
25,2015020026,20151010,CHI,NYI,-170,3.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,1.0,0.09999999999999998,0.16666666666666666,0.33333333333333326,0.01671335200746965,0.0023809523809523725,0.019094304388421968,-0.027349999999999985,0.5,0.5
26,2015020027,20151010,COL,DAL,-115,3.0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,-4.0,-0.5555555555555556,0.6,-0.5,0.048913043478260865,-0.16666666666666663,-0.11775362318840576,-0.044899999999999995,-1.0,-1.0
27,2015020029,20151010,ARI,PIT,173,1.0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.0,4.0,8.0,0.6666666666666667,0.0,0.0,0.08030303030303029,0.08030303030303032,0.16060606060606064,0.14579999999999999,1.0,1.0
28,2015020028,20151010,VAN,CGY,-145,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-2.0,4.0,6.0,0.8,0.0,0.4,0.18181818181818182,0.10060975609756095,0.28242793791574283,-0.20090000000000002,1.0,1.0
29,2015020030,20151010,SJS,ANA,-115,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,,,,,,,,,,,,
30,2015020031,20151011,OTT,MTL,-120,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,2.0,0.0,-2.0,-0.08333333333333326,0.16666666666666669,0.0,0.02443216190947589,-0.0061664451908355344,0.018265716718640412,-0.09349999999999997,0.0,0.0
31,2015020033,20151012,NYI,WPG,-135,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,7.0,-3.0,-10.0,-0.4083333333333333,-0.04166666666666666,0.08333333333333337,-0.031514016897081415,-0.08638157894736831,-0.11789559584444975,-0.07615000000000005,-1.0,-1.0
32,2015020032,20151012,BOS,TBL,120,-3.0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,-6.0,-10.0,-0.44999999999999996,-0.125,-0.11309523809523803,-0.09873084291187739,-0.045613083943254695,-0.1443439268551321,0.005649999999999933,-1.0,-1.0
33,2015020034,20151012,BUF,CBJ,150,2.0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,-2.0,0.0,-0.08452380952380953,-0.033333333333333354,0.25,-0.017425537425537423,0.03350894933764792,0.01608341191211049,-0.09000000000000008,0.0,0.0
34,2015020035,20151012,PHI,FLA,-130,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,9.0,-4.0,-13.0,-0.6125,-0.13690476190476192,-0.13095238095238093,-0.18051282051282053,-0.13790064102564104,-0.3184134615384615,0.08024999999999999,-1.0,-1.0
35,2015020036,20151012,ANA,VAN,-165,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.0,-7.0,-5.0,-0.6166666666666667,-0.125,0.25,-0.09015151515151515,0.01068580542264752,-0.07946570972886757,-0.10809999999999992,-0.5,-0.5
36,2015020041,20151013,CAR,FLA,-115,-3.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,-7.0,-0.5208333333333333,0.12499999999999997,-0.32499999999999996,0.0053479853479853345,-0.12336182336182344,-0.11801383801383802,0.031799999999999995,-1.0,-1.0
37,2015020040,20151013,WSH,SJS,-140,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1.0,1.0,2.0,0.049206349206349254,-0.027777777777777762,0.061111111111111005,0.024230523627075354,0.010777542086840008,0.03500806571391535,-0.048900000000000055,0.33333333333333337,0.33333333333333337
38,2015020039,20151013,PIT,MTL,-140,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1.0,-9.0,-10.0,-0.5555555555555556,-0.05555555555555555,-0.005555555555555647,-0.08112509976767476,-0.03151296901296918,-0.11263806878064364,-0.0794833333333333,-1.0,-1.0
39,2015020038,20151013,NYR,WPG,-175,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,2.0,-2.0,-4.0,-0.29166666666666674,0.275,-0.33333333333333326,0.08433291245791244,-0.09499999999999997,-0.010667087542087339,-0.07109999999999994,0.0,0.0
40,2015020037,20151013,NJD,NSH,115,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,-3.0,-7.0,-0.05654761904761907,-0.13095238095238093,-0.04166666666666663,-0.06552100381887616,-0.11729112992270885,-0.18281213374158511,0.18085000000000007,-0.5,-0.5
41,2015020042,20151013,DET,TBL,-130,2.0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.0,-5.0,-2.0,0.09682539682539693,-0.15277777777777773,0.2777777777777778,0.03495497437652528,0.041418439716312094,0.0763734140928376,-0.16225000000000006,0.0,0.0
42,2015020043,20151013,DAL,EDM,-165,2.0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,4.0,0.5416666666666666,0.15833333333333335,-0.25,0.08795454545454545,-0.020294221907125154,0.06766032354742024,-0.005349999999999966,0.5,0.5
43,2015020044,20151013,CGY,STL,105,-1.0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,-1.0,-4.0,-0.19166666666666665,0.08333333333333334,0.20833333333333326,-0.02349674589700057,0.008795853269537579,-0.014700892627462991,-0.11285,0.0,0.0
44,2015020045,20151013,LAK,VAN,-185,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,-6.0,-10.0,-0.3944444444444445,-0.08333333333333333,0.04166666666666663,-0.03623922148312392,-0.12011293745073237,-0.15635215893385634,0.05861666666666676,-0.6666666666666666,-0.6666666666666666
45,2015020046,20151014,CBJ,OTT,-140,-4.0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,-2.0,-7.0,-0.18253968253968256,0.1888888888888889,-0.11507936507936534,-0.036657786657786656,-0.07693086918370984,-0.11358865584149636,0.0864333333333333,-0.6666666666666666,-0.6666666666666666
46,2015020047,20151014,PHI,CHI,125,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,4.0,-5.0,-9.0,-0.09166666666666667,0.0357142857142857,-0.25396825396825395,-0.04208027266850794,-0.04197796934865905,-0.08405824201716705,-0.005700000000000038,-0.3333333333333333,-0.3333333333333333
47,2015020048,20151014,COL,BOS,-145,-4.0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,3.0,11.0,0.25000000000000006,0.4166666666666667,-0.1527777777777778,0.10751463745853647,0.055756362249497204,0.1632709997080336,-0.012433333333333296,0.5,0.5
