,ANA,ARI,BOS,BUF,CAR,CBJ,CGY,CHI,COL,DAL,DET,EDM,FLA,LAK,MIN,MTL,NJD,NSH,NYI,NYR,OTT,PHI,PIT,SJS,STL,TBL,TOR,VAN,WPG,WSH,goalsAgainst_cumul_sum,goalsFor_cumul_sum,goalsDiff_cumul_sum,goalsFor%_cumul_avg,pp%_cumul_avg,pk%_cumul_avg,sh%_cumul_avg,sv%_cumul_avg,fenwickPercentage_cumul_avg,PDO_cumul_avg,last_10_games_win%,win%
1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,101.0,16.0,0.5489219930396402,0.18704481792717087,0.7818627450980394,0.110883745448302,0.9116501548945702,0.4810764705882353,1.022533900342872,0.2,0.6764705882352942
1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,81.0,-11.0,0.43429705215419495,0.13387755102040813,0.8516326530612245,0.08907826747604342,0.9076960200081569,0.47199142857142856,0.9967742874841998,0.4,0.4
1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,91.0,18.0,0.5800308277581004,0.1984848484848485,0.8974747474747475,0.0882489778520345,0.9150055275644909,0.5441151515151517,1.0032545054165252,0.4,0.6363636363636364
1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,90.0,-17.0,0.44590290661719234,0.17170068027210883,0.7644897959183676,0.09564445956168745,0.905043266852557,0.44837714285714286,1.0006877264142442,0.4,0.37142857142857144
1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,99.0,15.0,0.522623291740939,0.23137254901960783,0.8148692810457516,0.10544114838100757,0.8931671126386417,0.5528911764705883,0.9986082610196491,0.4,0.5588235294117647
1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,91.0,-8.0,0.4763795968341422,0.17727272727272728,0.8360990860990862,0.1011877129507671,0.8962871429054802,0.4796333333333334,0.9974748558562474,0.75,0.48484848484848486
1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,96.0,0.0,0.5034377387318564,0.2718137254901961,0.7601890756302522,0.10595503545665345,0.9086551037232102,0.4809117647058822,1.0146101391798639,0.8,0.47058823529411764
1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,89.0,-13.0,0.45362448009506845,0.33193277310924374,0.8408263305322129,0.09167807929201632,0.8888773520054678,0.4998117647058824,0.9805554312974841,0.25,0.4117647058823529
1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,97.0,-15.0,0.4617985982271697,0.2169387755102041,0.8128571428571431,0.09182227230490272,0.8861921577251916,0.4986885714285714,0.978014430030094,0.6,0.45714285714285713
1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,86.0,-5.0,0.5132766439909296,0.18170068027210887,0.788809523809524,0.09127435896682816,0.895269537746164,0.5421542857142856,0.9865438967129923,0.25,0.42857142857142855
1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,88.0,-16.0,0.4707922478755811,0.1337962962962963,0.8231481481481482,0.08627554899681922,0.8970112575496939,0.49991111111111103,0.9832868065465128,0.4,0.5
